ORF name	transcript length	rpkm
YGR043C	902	6.524922754
YGR044C	803	19.70784888
YGR046W	1058	14.83422892
YGR047C	2978	9.618089627
YGR048W	986	35.15105445
YGR049W	464	13.52983982
YGR050C	257	11.19589858
YGR052W	1010	1.683415714
YGR053C	752	1.913128947
YGR054W	1829	32.32169499
YGR055W	1625	57.06400752
YGR056W	2687	4.86745261
YGR057C	629	25.99134572
YGR058W	908	5.041405074
YGR059W	1439	0.181776861
YGR060W	830	140.2430385
YGR061C	3977	103.0324916
YGR062C	851	8.760213565
YGR063C	209	152.6908239
YGR065C	1682	14.15190143
YGR066C	779	1.007356495
YGR067C	2315	0.338976549
YGR068C	1661	6.141781594
YGR070W	3368	2.291127864
YGR071C	2483	5.530723891
YGR072W	1064	21.01957259
YGR074W	341	37.9708408
YGR075C	629	7.069646035
YGR076C	374	21.68150803
YGR077C	1670	6.030365734
YGR078C	500	80.30410931
YGR079W	1013	25.04734414
YGR080W	899	18.03978643
YGR081C	533	108.2133343
YGR082W	452	52.95196162
YGR083C	1856	43.40823611
YGR084C	920	29.28524026
YGR086C	920	267.6898418
YGR087C	1592	0.24646065
YGR088W	1589	3.45696348
YGR089W	2711	12.97753356
YGR090W	3614	17.40709608
YGR091W	1385	11.89844398
YGR092W	1619	17.36844787
YGR093W	1424	13.3176443
YGR094W	3215	131.4393428
YGR095C	572	43.67236759
YGR096W	845	1.857350793
YGR097W	3341	2.740254898
YGR098C	4793	4.529706441
YGR099W	1967	12.1679139
YGR100W	2753	9.358999264
YGR101W	941	17.23460999
YGR102C	452	43.98195719
YGR103W	1718	285.1005538
YGR104C	824	17.1421757
YGR105W	134	40.99339529
YGR106C	698	383.9334347
YGR108W	1316	49.69166096
YGR109C	1043	6.771405933
YGR110W	1238	2.007254104
YGR111W	1103	26.67942123
YGR112W	1070	3.911430329
YGR113W	932	15.85739811
YGR116W	4256	22.15659625
YGR117C	1331	23.58319188
YGR119C	1526	34.28268719
YGR120C	689	26.19565505
YGR121C	1379	4.552462421
YGR121W-A	116	2.254973304
YGR122W	1109	9.670561799
YGR123C	1442	128.0674714
YGR124W	1619	132.4041212
YGR125W	3011	8.209570694
YGR126W	593	1.764431051
YGR127W	839	4.832469608
YGR128C	2042	36.3158923
YGR129W	548	10.97859266
YGR130C	2351	7.398921339
YGR131W	425	1.230950133
YGR132C	764	99.80322946
YGR133W	452	16.78258893
YGR134W	3269	6.241357741
YGR135W	677	311.0330977
YGR136W	626	42.41222953
YGR140W	2771	5.711079989
YGR141W	1304	16.74974802
YGR142W	1133	9.003971075
YGR143W	2216	6.846326891
YGR144W	881	4.15672718
YGR145W	2024	68.23745303
YGR146C	536	10.73636543
YGR146C-A	62	2.109491156
YGR147C	767	39.04896405
YGR149W	1199	4.25416982
YGR150C	2495	6.65736808
YGR152C	719	55.2985943
YGR153W	554	4.95768499
YGR154C	971	7.946981099
YGR155W	1424	299.9684572
YGR156W	1178	5.218214964
YGR157W	2510	83.05848284
YGR158C	653	31.24502061
YGR159C	1145	646.4033606
YGR161C	692	3.969013706
YGR161W-C	179	7.30661741
YGR162W	2759	76.9845761
YGR163W	926	33.89765485
YGR165W	938	48.52279443
YGR166W	1583	10.82330206
YGR167W	602	154.2521606
YGR168C	1031	21.69236201
YGR169C	1115	10.08771914
YGR169C-A	179	52.60764535
YGR170W	3317	5.993320666
YGR171C	1628	6.587624714
YGR172C	647	95.21075846
YGR173W	1007	132.4768825
YGR174C	413	24.38428759
YGR175C	1391	122.2321978
YGR177C	1508	27.14640939
YGR178C	2069	43.11151475
YGR179C	1121	10.85042462
YGR180C	938	351.2325263
YGR181W	218	76.79321931
YGR183C	101	46.61766593
YGR184C	5753	8.957178854
YGR185C	1085	234.2137894
YGR186W	2108	20.47447298
YGR187C	1085	100.0501519
YGR188C	2966	3.483576426
YGR189C	1424	36.73832911
YGR191W	1712	33.76664464
YGR193C	1133	26.31930007
YGR194C	1703	6.374305042
YGR195W	641	62.4356727
YGR196C	2354	8.056213037
YGR197C	1544	6.268358434
YGR198W	2354	21.72399515
YGR199W	2180	14.57871273
YGR200C	2267	80.07691702
YGR201C	578	35.75186048
YGR202C	1175	18.58865653
YGR203W	347	44.4756118
YGR204C-A	14	0
YGR204W	2741	42.18058783
YGR205W	773	10.82853933
YGR206W	206	23.49112966
YGR207C	686	68.25403161
YGR208W	830	141.1884972
YGR209C	215	886.3198793
YGR210C	1136	136.4298549
YGR211W	1361	73.03396271
YGR212W	1307	1.70115048
YGR213C	854	0.765740349
YGR215W	233	74.65606896
YGR216C	1730	12.17164203
YGR217W	6020	4.236503002
YGR218W	3155	45.06087066
YGR220C	710	71.2889166
YGR221C	1769	3.992411752
YGR222W	782	28.26502344
YGR223C	1247	12.90054495
YGR224W	1742	0
YGR225W	1682	0.933092402
YGR227W	1478	6.813742068
YGR229C	1418	40.02975177
YGR230W	314	16.66094925
YGR231C	833	81.48764274
YGR232W	587	77.09165974
YGR233C	3437	13.28052651
YGR234W	1100	421.1388143
YGR235C	602	56.05219356
YGR236C	188	0
YGR237C	2258	3.880791081
YGR238C	2549	2.257627255
YGR239C	767	10.57220861
YGR240C	2864	121.1071836
YGR240C-A	101	0
YGR241C	1607	7.894511393
YGR243W	341	3.835438465
YGR244C	1184	73.45804083
YGR245C	2204	50.08414391
YGR246C	1691	24.59534454
YGR247W	620	29.11097795
YGR248W	668	0.978955476
YGR249W	1271	0.308706023
YGR250C	2246	5.06615997
YGR251W	491	31.16547626
YGR252W	1220	27.01531952
YGR253C	683	259.853483
YGR255C	1340	19.91107771
YGR256W	1379	1.612330441
YGR257C	1001	50.04193504
YGR258C	2996	6.810079591
YGR260W	1505	86.9895283
YGR261C	2330	24.02465979
YGR262C	686	57.3867696
YGR263C	1175	8.570817682
YGR264C	2156	140.7371094
YGR266W	2006	19.42919172
YGR267C	632	187.6979836
YGR268C	497	9.999921856
YGR270W	4040	13.88817964
YGR271C-A	602	96.24465794
YGR271W	5804	3.85334687
YGR273C	425	0
YGR274C	3101	8.983534408
YGR275W	374	73.43736589
YGR276C	1562	34.32987527
YGR277C	818	30.85839996
YGR278W	1634	10.16532029
YGR279C	1061	171.9603111
YGR280C	716	89.32339784
YGR281W	4334	11.3466677
YGR282C	842	453.8763132
YGR283C	926	13.70030217
YGR284C	833	105.9810382
YGR285C	1202	583.8692442
YGR286C	1028	35.24163532
YGR288W	1322	3.066900152
YGR289C	1751	2.390194433
YHL002W	1259	17.97172529
YHL003C	1136	92.10454341
YHL004W	1085	16.51430219
YHL006C	353	6.298593988
YHL007C	2720	11.63632548
YHL008C	1784	7.257879323
YHL009C	893	16.84285771
YHL010C	1658	3.628630142
YHL011C	863	184.4374805
YHL012W	1382	0.37854834
YHL013C	824	41.74437231
YHL014C	1118	10.64557165
YHL015W	266	5559.000881
YHL016C	2108	2.978105161
YHL017W	1499	15.70508425
YHL018W	263	0.994588986
YHL019C	1718	7.536703558
YHL020C	1115	24.63280255
YHL021C	1298	4.534268354
YHL022C	1097	1.073013733
YHL023C	3341	5.754535286
YHL024W	2042	0.128098386
YHL025W	899	54.55580575
YHL026C	848	9.099668216
YHL027W	1778	15.15321768
YHL028W	1718	2.207721244
YHL029C	1940	4.382087297
YHL030W	5507	4.939894306
YHL031C	572	14.40502177
YHL032C	2030	11.72586118
YHL034C	785	155.7798755
YHL035C	4679	2.962935643
YHL036W	1541	4.498240063
YHL038C	1793	8.607382763
YHL039W	1658	28.79239134
YHL040C	1784	9.383924781
YHL042W	353	0.741011057
YHL043W	413	0
YHL044W	608	8.819615982
YHL047C	1763	18.84303274
YHL048C-A	35	0
YHR001W	1214	36.84485211
YHR001W-A	134	41.96942851
YHR002W	974	9.802419887
YHR003C	1190	37.69784783
YHR004C	1241	7.588048766
YHR005C	1319	90.43143889
YHR005C-A	182	218.4598313
YHR006W	1526	9.427738978
YHR007C	1493	284.440792
YHR007C-A	116	13.52983982
YHR008C	602	64.95971269
YHR009C	1472	23.45662448
YHR010W	311	4075.889625
YHR011W	1241	5.269478309
YHR012W	749	61.46533375
YHR013C	617	163.6445457
YHR014W	776	0.168541819
YHR015W	1880	2.782733014
YHR016C	1307	13.50913617
YHR017W	1058	16.81212611
YHR018C	1292	62.15488337
YHR019C	1565	263.9168884
YHR020W	1967	115.9608844
YHR021C	149	6363.867613
YHR021W-A	356	0
YHR022C	671	0.974578626
YHR023W	5687	7.81924979
YHR024C	1349	20.26299955
YHR025W	974	122.328829
YHR026W	542	702.2036795
YHR027C	2882	50.5092112
YHR028C	2357	30.24170816
YHR029C	785	52.98181863
YHR030C	1355	19.40109135
YHR031C	2072	10.35198169
YHR032W	1646	25.34721511
YHR033W	1172	5.579712101
YHR034C	935	17.90472921
YHR035W	1793	1.167102747
YHR036W	1316	5.366699383
YHR037W	1628	16.06737735
YHR038W	593	9.483816898
YHR039C	1835	38.48815471
YHR039C-A	245	553.0483098
YHR040W	1001	22.99577172
YHR041C	533	41.46950906
YHR042W	1976	46.79526078
YHR045W	1583	33.04825057
YHR046C	788	35.51869118
YHR047C	2471	32.49862781
YHR048W	1445	2.26277598
YHR049W	632	104.0927076
YHR050W	1550	17.80410535
YHR050W-A	71	0
YHR051W	347	101.0124065
YHR052W	1031	212.4836629
YHR053C	86	0
YHR055C	86	0
YHR057C	518	87.86560072
YHR058C	788	20.91287425
YHR059W	293	28.12174899
YHR060W	446	57.47653929
YHR061C	845	5.107714679
YHR062C	782	42.48115948
YHR063C	1040	59.48359387
YHR064C	1517	303.5637035
YHR065C	1406	53.11536692
YHR067W	743	12.49795433
YHR068W	1064	239.5739589
YHR069C	980	75.93737651
YHR070W	1400	16.62881742
YHR071W	590	86.0100326
YHR072W	2096	33.50830083
YHR072W-A	77	845.8785574
YHR073W	2891	11.58140561
YHR074W	2045	33.00090027
YHR075C	1103	9.367441233
YHR076W	932	38.45068213
YHR077C	3170	13.78023434
YHR078W	1559	10.23488845
YHR079C	3248	4.993155173
YHR079C-A	176	0.743116203
YHR080C	3938	3.919003884
YHR081W	455	96.29479407
YHR082C	2990	6.255099861
YHR083W	890	49.67022096
YHR084W	1967	7.978959937
YHR085W	905	50.00309864
YHR086W	1472	7.374620575
YHR086W-A	62	0
YHR087W	236	2.770941772
YHR088W	788	85.80917449
YHR089C	518	481.2409051
YHR090C	749	23.74796986
YHR091C	1832	5.711286098
YHR094C	1613	59.75888956
YHR096C	1679	0.545276451
YHR097C	1001	4.311707197
YHR098C	2690	18.57293254
YHR099W	11135	4.369403144
YHR100C	458	35.69553811
YHR101C	908	8.930488989
YHR102W	3143	3.953198506
YHR103W	2459	24.99819938
YHR104W	884	24.85572384
YHR105W	545	2.159809293
YHR106W	929	28.71996139
YHR107C	1124	39.79506269
YHR108W	1658	44.56904414
YHR109W	1658	2.366497919
YHR110W	539	80.8025128
YHR111W	1223	28.3392802
YHR112C	1037	16.26973024
YHR113W	1373	35.62627889
YHR114W	1802	18.79811819
YHR115C	1151	20.4534503
YHR116W	356	5.143366076
YHR117W	1820	17.96544665
YHR118C	1208	13.85837898
YHR119W	3143	9.778964727
YHR120W	2780	10.25607283
YHR121W	464	93.58139212
YHR122W	596	62.76090129
YHR123W	1076	24.06701991
YHR124W	1784	0.733119124
YHR126C	380	0.344180136
YHR127W	632	24.21241905
YHR128W	551	346.3164264
YHR129C	1055	24.67004917
YHR131C	2453	6.824672568
YHR132C	1193	49.77196735
YHR132W-A	296	101.6261617
YHR133C	776	133.1480371
YHR134W	710	17.86828142
YHR135C	1517	20.17435576
YHR136C	347	53.52149894
YHR137W	1442	9.432731602
YHR138C	245	10.14277788
YHR139C	881	0
YHR140W	620	2.953287618
YHR142W	851	44.87688352
YHR143W	878	54.07312978
YHR143W-A	113	484.958949
YHR144C	839	67.49868839
YHR146W	1298	62.47214177
YHR147C	545	33.35705464
YHR148W	452	41.95647232
YHR149C	2105	8.574254787
YHR150W	1640	6.938167861
YHR151C	1481	8.654468778
YHR152W	422	31.92229981
YHR153C	497	8.947298503
YHR154W	3113	10.75549104
YHR155W	3587	2.771096271
YHR156C	923	7.935160663
YHR157W	449	2.91288311
YHR158C	3395	7.589197341
YHR159W	1415	2.588040032
YHR160C	752	0.173920813
YHR161C	1814	6.70525138
YHR162W	290	1453.104797
YHR163W	650	144.2697228
YHR164C	4469	2.868039441
YHR165C	7142	5.017647123
YHR166C	1781	8.224765067
YHR167W	686	27.83544306
YHR168W	1457	5.924528352
YHR169W	1196	40.02389072
YHR170W	1457	191.4699845
YHR171W	1793	4.66841099
YHR172W	2372	3.859692924
YHR173C	239	0
YHR175W	470	47.30646123
YHR175W-A	50	5.231538066
YHR176W	1199	3.490600878
YHR177W	1262	0.310907571
YHR178W	2132	3.496689373
YHR179W	1103	287.7820237
YHR181W	587	62.83193077
YHR182W	2258	3.011957257
YHR183W	1370	333.0809546
YHR184W	1616	2.428003434
YHR185C	614	0.639031523
YHR186C	4574	4.832367365
YHR187W	830	30.09710152
YHR188C	1733	19.32016366
YHR189W	473	2.48857519
YHR190W	1235	79.42618521
YHR191C	302	67.12652319
YHR192W	737	25.73178492
YHR193C	425	840.4312034
YHR194W	1640	2.472220732
YHR195W	866	15.25361849
YHR196W	1628	107.3300807
YHR197W	2192	36.87375142
YHR198C	866	10.26976295
YHR199C	833	47.88772839
YHR199C-A	122	1.072036489
YHR200W	707	138.1880812
YHR201C	1094	92.05402903
YHR202W	1709	3.596873743
YHR204W	2291	11.47467428
YHR205W	2375	7.929910331
YHR206W	1769	8.206624156
YHR207C	1481	35.58929508
YHR208W	1082	177.4468087
YHR209W	776	4.887712755
YHR210C	926	2.542324114
YHR212W-A	104	0
YHR213W-A	134	0
YHR214C-D	194	0
YHR214C-E	200	0
YIL001W	1442	4.172169747
YIL002C	2741	7.777642327
YIL002W-A	110	231.8522552
YIL003W	782	39.63793227
YIL004C	329	101.7685216
YIL005W	2006	9.25820545
YIL006W	1022	0.767838268
YIL007C	563	19.04911729
YIL008W	200	131.4423939
YIL009C-A	447	40.6702344
YIL009W	1985	64.24117902
YIL010W	548	30.78779245
YIL011W	710	10.86833612
YIL013C	4136	0.822171118
YIL014C-A	215	35.28246602
YIL014W	1793	19.03836357
YIL015W	1664	57.53434291
YIL016W	380	129.7559112
YIL017C	2666	4.120866443
YIL019W	941	49.20203175
YIL020C	686	90.56051681
YIL021W	857	88.36232614
YIL022W	1196	31.60356398
YIL023C	941	20.57034096
YIL024C	470	5.287192726
YIL026C	3353	3.510575797
YIL027C	326	129.5848769
YIL029C	329	3.180266301
YIL030C	3860	11.24916216
YIL031W	3005	3.699506952
YIL033C	1151	19.77166862
YIL034C	764	38.68873046
YIL035C	1019	75.34133573
YIL036W	1664	14.77657987
YIL037C	1871	0.209708902
YIL038C	2411	18.660816
YIL039W	1322	89.53369798
YIL040W	317	47.8594965
YIL041W	881	96.4954524
YIL042C	1085	3.616270552
YIL043C	755	514.6655494
YIL044C	797	47.09697067
YIL045W	1517	6.466139666
YIL046W	1823	18.65331729
YIL046W-A	65	2.012130025
YIL047C	2609	28.67420251
YIL048W	3356	6.975903708
YIL049W	662	5.926969108
YIL050W	758	24.32872253
YIL051C	338	766.1572019
YIL054W	218	0
YIL055C	1784	2.345981195
YIL056W	1823	3.515432875
YIL057C	395	0
YIL061C	803	7.329365285
YIL062C	365	197.4368133
YIL063C	884	66.13397951
YIL064W	674	117.9812739
YIL065C	368	28.4322721
YIL066C	2510	0.416855623
YIL067C	1937	9.655523276
YIL068C	2318	24.37472438
YIL070C	701	28.35926484
YIL071C	1235	3.282948989
YIL072W	1718	0.380641594
YIL073C	2828	0.277486107
YIL074C	1310	53.61328132
YIL075C	2738	45.71385983
YIL076W	791	179.7307799
YIL077C	863	11.5178706
YIL078W	2105	499.5435398
YIL079C	983	47.76506016
YIL083C	998	22.93384673
YIL084C	884	5.030325063
YIL085C	1454	47.67391979
YIL087C	374	6.644333105
YIL088C	1373	26.95785274
YIL089W	518	4.039797734
YIL090W	1376	22.14659101
YIL091C	2066	39.62902746
YIL092W	1802	4.064457987
YIL093C	695	25.59313586
YIL094C	1016	202.4903882
YIL095W	2333	2.971190715
YIL096C	911	41.49051869
YIL097W	1451	2.974513373
YIL098C	368	29.1430789
YIL099W	1550	2.193870802
YIL101C	1844	0
YIL102C	206	0
YIL102C-A	128	17.37034123
YIL103W	1178	49.40650338
YIL104C	1424	19.65500608
YIL105C	1961	8.737015382
YIL105W-A	41	0
YIL106W	845	29.40805422
YIL107C	2384	4.827761638
YIL108W	1991	4.795357594
YIL109C	2681	44.24659666
YIL110W	1034	83.73496614
YIL111W	356	46.65767797
YIL112W	3152	11.65975727
YIL113W	530	2.220935971
YIL114C	746	31.73285489
YIL115C	4283	16.82569154
YIL116W	1058	90.61241498
YIL117C	857	19.3817192
YIL118W	596	129.032902
YIL119C	1124	7.563389107
YIL120W	1592	6.407976902
YIL121W	1529	20.2726377
YIL122W	956	3.557008099
YIL123W	1333	59.16386822
YIL124W	794	58.475945
YIL125W	2945	8.926478363
YIL126W	3980	12.78309238
YIL127C	521	66.02180956
YIL128W	2999	8.940190926
YIL129C	7031	4.241184323
YIL130W	2795	8.703632202
YIL131C	1355	16.1193147
YIL132C	542	2.895685276
YIL133C	500	1487.587849
YIL134C-A	104	1.257581266
YIL134W	836	34.73090462
YIL135C	1211	5.292018275
YIL136W	1082	8.823989806
YIL137C	2741	11.35631211
YIL138C	386	194.4885265
YIL139C	638	32.18461898
YIL140W	2372	3.639139042
YIL142W	1484	128.4970098
YIL143C	2432	11.18585442
YIL144W	1976	7.148356669
YIL145C	830	112.1944308
YIL146C	1490	2.896656983
YIL147C	3563	10.71855961
YIL149C	4940	6.804176533
YIL150C	1616	1.375868613
YIL151C	3257	9.677622611
YIL152W	608	2.581351019
YIL153W	1082	14.86781844
YIL154C	941	13.75989024
YIL155C	1850	3.959001779
YIL156W	3116	3.231935422
YIL156W-B	122	56.81793391
YIL157C	494	69.89504298
YIL158W	515	53.33121329
YIL159W	4028	3.928848721
YIL160C	1154	0.22666976
YIL161W	608	24.73794727
YIL162W	1499	15.44333285
YIL163C	254	0
YIL164C	500	15.17146039
YIL165C	260	14.08491018
YIL166C	1529	1.710771114
YIR001C	653	17.42510765
YIR002C	2882	11.39066668
YIR003W	1940	9.910258965
YIR004W	1199	31.96081429
YIR005W	347	10.17662304
YIR006C	4343	6.203642882
YIR007W	2195	1.608787332
YIR008C	1130	36.80595365
YIR009W	236	16.62565063
YIR010W	1631	11.38685477
YIR011C	860	28.28680466
YIR012W	1196	105.0900519
YIR013C	266	0.491685908
YIR014W	629	2.703099954
YIR015W	335	4.684959462
YIR016W	698	22.29774462
YIR017C	464	13.81171149
YIR018C-A	38	0
YIR018W	638	15.9898107
YIR019C	4004	0.097993345
YIR020C	203	0
YIR021W	992	22.01781394
YIR021W-A	113	0
YIR022W	404	72.51636923
YIR023W	2813	4.184486544
YIR024C	551	23.7365611
YIR025W	1007	4.675654676
YIR026C	995	52.97260906
YIR027C	1283	1.223274684
YIR028W	1808	0.94040369
YIR029W	932	6.174562095
YIR030C	635	11.12216754
YIR031C	1565	9.276369414
YIR032C	488	9.112310155
YIR033W	3242	19.24308804
YIR034C	1022	15.74068449
YIR035C	665	68.44267845
YIR036C	692	33.26411487
YIR037W	392	154.8108203
YIR038C	605	39.12844586
YIR042C	611	3.210845785
YJL001W	548	154.1776273
YJL002C	1331	66.91730696
YJL003W	257	21.88289269
YJL004C	512	49.55656175
YJL005W	5981	3.78304667
YJL006C	872	25.34776184
YJL008C	1607	224.3831743
YJL010C	1901	57.99824552
YJL011C	386	80.98041436
YJL012C	2066	194.2835228
YJL013C	1448	8.219439986
YJL014W	1505	113.5817318
YJL016W	1586	11.79240138
YJL019W	1949	3.355270694
YJL020C	3374	6.395997191
YJL023C	944	14.27035013
YJL024C	485	41.25903732
YJL025W	1445	3.529930529
YJL026W	1100	164.9123477
YJL027C	317	0.412581866
YJL028W	236	0
YJL029C	2369	8.502077481
YJL030W	491	20.51061258
YJL031C	884	48.37989105
YJL033W	2213	33.15513844
YJL034W	1949	256.9466297
YJL035C	653	22.83289967
YJL036W	1172	20.42174629
YJL037W	575	0.227458177
YJL038C	560	0.70065242
YJL039C	4952	11.30400996
YJL041W	2372	12.51643277
YJL042W	4097	4.149987482
YJL043W	674	1.164288887
YJL044C	1277	50.38991246
YJL045W	1805	0.289835904
YJL046W	1130	17.82426686
YJL047C	2429	3.23067398
YJL047C-A	35	0
YJL048C	1091	6.233730051
YJL049W	1253	10.22926437
YJL050W	3122	57.97924954
YJL051W	2369	3.422914311
YJL052C-A	20	0
YJL053W	1040	10.43792451
YJL054W	1337	30.52056613
YJL055W	638	82.20402682
YJL056C	2543	2.674400112
YJL057C	1904	4.464941889
YJL058C	1532	4.268552599
YJL059W	1127	10.90870848
YJL060W	1235	18.85048129
YJL061W	2042	15.37180627
YJL062W	2393	5.410805145
YJL062W-A	158	48.0109506
YJL063C	617	26.70882481
YJL065C	404	53.73980934
YJL066C	659	7.54167096
YJL068C	800	27.95603154
YJL069C	1685	30.1938918
YJL070C	2567	3.3626949
YJL071W	1625	8.370460905
YJL072C	542	30.88730961
YJL073W	1838	4.554113659
YJL074C	3593	5.969748419
YJL076W	3470	12.55116841
YJL077C	296	0
YJL078C	2546	4.46920475
YJL079C	800	48.71869824
YJL080C	3569	52.54991304
YJL081C	1370	32.36298183
YJL082W	2096	3.619146085
YJL083W	1715	1.75401422
YJL084C	3041	3.010585865
YJL085W	1772	8.561772229
YJL087C	2384	7.845112661
YJL088W	917	4.991925635
YJL089W	2390	0
YJL090C	2195	3.396328813
YJL091C	1373	15.71747598
YJL092W	3425	3.780454515
YJL093C	1976	10.59015803
YJL094C	2522	4.09686268
YJL095W	4337	4.674247176
YJL096W	386	35.2383393
YJL097W	554	61.85302226
YJL098W	3077	19.80741582
YJL099W	2141	8.30790725
YJL100W	1724	4.551802261
YJL101C	1937	23.4298362
YJL102W	2360	1.93965924
YJL103C	1757	0.521069528
YJL104W	350	72.86785163
YJL105W	1583	0
YJL106W	1838	1.352002492
YJL107C	1064	2.089665111
YJL108C	1052	2.362148841
YJL109C	5210	23.87328551
YJL110C	1556	11.09516428
YJL111W	1553	132.4727846
YJL112W	2045	10.87238962
YJL115W	740	39.41327664
YJL116C	914	2.003324205
YJL117W	836	96.05754702
YJL118W	560	5.37166855
YJL121C	617	154.5296292
YJL122W	428	176.6255258
YJL123C	1337	40.00933188
YJL124C	419	108.626208
YJL125C	1052	39.16194132
YJL126W	824	20.15792883
YJL127C	1823	3.084971706
YJL127C-B	59	6.650260253
YJL128C	1907	9.121585773
YJL129C	3608	8.446150009
YJL130C	6610	25.80153418
YJL131C	971	9.159232453
YJL132W	2153	1.336435641
YJL133C-A	125	21.97245988
YJL133W	845	12.22755938
YJL134W	1130	26.27343232
YJL136C	164	1620.500815
YJL137C	1043	8.903144838
YJL139C	1187	7.4925145
YJL140W	566	178.1588272
YJL141C	2324	5.909116791
YJL143W	377	114.830179
YJL144W	215	3.041591899
YJL145W	785	75.30749063
YJL146W	1310	10.1835283
YJL147C	1049	8.353504538
YJL148W	602	219.863643
YJL149W	1892	1.797304304
YJL151C	302	213.5056512
YJL153C	1502	2.089828788
YJL154C	2735	18.07606388
YJL155C	1259	6.752382333
YJL156C	2000	6.800999485
YJL157C	2393	31.48104812
YJL158C	584	420.8073641
YJL159W	1142	210.9565043
YJL160C	764	1.027134437
YJL161W	443	2.657101726
YJL162C	1652	9.34203226
YJL163C	1568	1.000932028
YJL164C	1094	2.749665802
YJL165C	2468	13.3544124
YJL166W	185	70.69646035
YJL167W	959	138.6984936
YJL168C	2102	13.87527341
YJL170C	530	5.922495923
YJL171C	1091	32.96684161
YJL172W	1631	37.68888551
YJL173C	269	83.14061424
YJL174W	731	47.59196736
YJL176C	2378	8.469899728
YJL177W	455	762.8847267
YJL178C	716	98.4566696
YJL179W	230	157.5147874
YJL180C	878	10.87421067
YJL181W	1736	4.294321281
YJL183W	1169	84.24611128
YJL184W	272	53.85406832
YJL185C	782	4.348465144
YJL186W	1661	29.7640185
YJL187C	2360	5.264789367
YJL189W	56	100.4268468
YJL190C	293	3899.549193
YJL192C	605	146.5695375
YJL193W	1109	16.2748479
YJL194W	1442	8.072241467
YJL196C	833	177.7341264
YJL197W	3665	9.52810821
YJL198W	2546	23.83575867
YJL200C	2270	55.36903173
YJL201W	1700	9.770666681
YJL203W	743	23.2356334
YJL204C	2423	6.585303797
YJL205C	62	0
YJL206C	2177	2.523249871
YJL207C	5945	8.733896602
YJL208C	890	43.20427504
YJL209W	1865	8.064703452
YJL210W	716	43.47437359
YJL212C	2300	16.03580146
YJL213W	896	4.67101613
YJL214W	1610	0.081235063
YJL216C	1646	2.224833928
YJL217W	497	284.4714612
YJL218W	491	18.64601144
YJR001W	1709	38.80031889
YJR002W	1682	67.64919912
YJR003C	1460	29.83051671
YJR004C	1853	1.270476055
YJR005C-A	182	3.593089331
YJR005W	2003	15.93229266
YJR006W	1364	23.58794656
YJR007W	815	190.3252805
YJR008W	917	3.850914061
YJR010C-A	185	60.7989559
YJR010W	1436	13.57066803
YJR011C	686	19.63733312
YJR012C	524	7.737484735
YJR013W	1112	16.58378748
YJR014W	497	210.5246706
YJR015W	1433	43.26149761
YJR016C	1658	337.8570195
YJR017C	413	133.6385632
YJR019C	950	3.717145468
YJR021C	845	13.46579325
YJR022W	230	15.35342693
YJR024C	635	131.2003838
YJR025C	434	63.28473467
YJR030C	2138	4.771515074
YJR031C	4127	7.891040576
YJR032W	1082	44.11994903
YJR033C	3974	2.994904152
YJR034W	227	29.96035016
YJR035W	3158	3.561686777
YJR036C	2579	1.318534216
YJR039W	3266	3.243681746
YJR040W	2240	19.67665545
YJR041C	3425	10.88312663
YJR042W	2135	53.54056522
YJR043C	953	15.64520828
YJR044C	323	19.03113693
YJR045C	1865	145.23479
YJR046W	1715	37.52065202
YJR048W	230	77.3357801
YJR049C	1493	24.70351196
YJR050W	608	25.81351019
YJR051W	1406	33.9529053
YJR052W	1598	10.23063608
YJR053W	1625	1.448733618
YJR054W	1394	11.91544717
YJR055W	395	40.0643105
YJR056C	611	25.68676628
YJR057W	551	56.73038102
YJR058C	344	84.40417519
YJR059W	2357	6.159320379
YJR060W	956	35.02284898
YJR061W	2708	2.125070854
YJR062C	1274	12.11384403
YJR063W	278	168.4254161
YJR064W	1589	379.4428962
YJR065C	1250	103.898346
YJR066W	7313	3.18341917
YJR067C	326	39.71796538
YJR068W	962	65.12231636
YJR069C	494	119.6687857
YJR070C	878	183.9678107
YJR072C	1058	100.8727567
YJR073C	521	34.39158901
YJR074W	557	29.5858975
YJR075W	1091	55.62405276
YJR076C	1148	40.44416405
YJR077C	836	73.52939267
YJR078W	1262	1.658173713
YJR079W	230	0
YJR080C	1085	21.93870802
YJR082C	242	14.05165183
YJR083C	830	8.509128179
YJR084W	1172	21.53768871
YJR085C	218	454.1598986
YJR086W	233	44.34458232
YJR088C	779	115.845997
YJR089W	2765	8.372352962
YJR090C	3356	9.353166983
YJR091C	3176	2.264913363
YJR092W	4244	9.830705955
YJR093C	884	10.94835455
YJR094C	983	2.12880491
YJR094W-A	179	4252.451333
YJR095W	869	0.903027284
YJR096W	749	22.35103045
YJR097W	419	42.45162154
YJR098C	1871	3.00582759
YJR099W	611	35.74741641
YJR100C	884	37.87538871
YJR101W	701	72.7639032
YJR102C	509	13.36149211
YJR103W	1637	20.69285826
YJR104C	365	1664.417419
YJR105W	923	262.5687984
YJR106W	2078	1.258791642
YJR107W	887	6.930165983
YJR108W	272	0.961679791
YJR109C	3257	20.4394602
YJR110W	1967	10.10668259
YJR111C	752	11.47877368
YJR112W	506	41.87298254
YJR112W-A	230	119.4155428
YJR113C	644	60.92629735
